2010.07.01,00:00,0.1,0.1,0.1,0.1,15
2010.09.01,00:00,0.1,0.2,0.1,0.1,5
2010.11.01,00:00,0.2,0.5,0.1,0.2,16
2010.12.01,00:00,0.2,0.3,0.2,0.3,23
2011.01.01,00:00,0.3,1.0,0.2,0.5,93
2011.02.01,00:00,0.5,1.1,0.5,0.9,20
2011.03.01,00:00,0.8,0.9,0.8,0.8,62794
2011.04.01,00:00,0.8,4.2,0.6,3.5,868743
2011.05.01,00:00,3.5,9.5,2.5,8.7,949007
2011.06.01,00:00,8.7,31.9,8.3,16.1,1355926
2011.07.01,00:00,16.1,16.7,11.0,13.4,1051797
2011.08.01,00:00,13.4,13.6,5.7,8.2,1220984
2011.09.01,00:00,8.2,8.7,4.2,5.1,1486445
2011.10.01,00:00,5.1,5.3,2.0,3.3,1731348
2011.11.01,00:00,3.3,3.4,2.0,3.0,1974384
2011.12.01,00:00,3.0,5.0,2.6,4.7,1898632
2012.01.01,00:00,4.7,7.2,4.6,5.5,3209256
2012.02.01,00:00,5.5,6.2,3.9,4.9,2838836
2012.03.01,00:00,4.9,5.5,4.3,4.9,1757978
2012.04.01,00:00,4.9,5.5,4.6,5.0,1655605
2012.05.01,00:00,5.0,5.2,4.8,5.2,1244340
2012.06.01,00:00,5.2,6.8,5.2,6.7,1380039
2012.07.01,00:00,6.7,9.7,6.4,9.4,1928283
2012.08.01,00:00,9.4,15.4,7.6,10.2,2447970
2012.09.01,00:00,10.2,12.7,9.7,12.4,959689
2012.10.01,00:00,12.4,13.1,9.7,11.2,1154812
2012.11.01,00:00,11.2,12.7,10.3,12.6,809282
2012.12.01,00:00,12.6,13.9,12.4,13.5,924915
2013.01.01,00:00,13.5,21.4,13.2,20.4,1745202
2013.02.01,00:00,20.5,34.5,18.0,33.4,3259268
2013.03.01,00:00,33.4,95.7,32.9,93.0,4630583
2013.04.01,00:00,93.0,266.0,50.0,139.2,161317418
2013.05.01,00:00,139.0,140.1,79.0,127.0,163445842
2013.06.01,00:00,127.0,130.0,88.0,96.7,116091
2013.07.01,00:00,96.7,111.7,65.5,106.2,106372296
2013.08.01,00:00,106.2,125.8,94.0,125.7,82980528
2013.09.01,00:00,125.7,126.6,111.6,123.5,103595
2013.10.01,00:00,123.3,204.0,75.2,196.8,190226
2013.11.01,00:00,196.5,1090.0,195.6,1047.2,442233
2013.12.01,00:00,1047.2,1077.2,420.0,726.4,485991
2014.01.01,00:00,726.3,990.0,720.1,793.0,377511
2014.02.01,00:00,793.0,817.5,301.0,543.6,185829
2014.03.01,00:00,547.1,695.1,443.2,459.1,103181
2014.04.01,00:00,459.1,540.7,339.7,435.0,139270
2014.05.01,00:00,434.9,604.0,408.4,598.9,83596
2014.06.01,00:00,639.0,664.0,552.0,634.6,97207
2014.07.01,00:00,634.6,651.1,552.0,573.4,72307
2014.08.01,00:00,573.4,595.0,320.0,472.9,108634
2014.09.01,00:00,472.9,490.6,357.7,377.3,90542
2014.10.01,00:00,377.3,405.0,292.3,334.1,114710
2014.11.01,00:00,321.9,451.1,315.0,371.3,114914
2014.12.01,00:00,371.3,379.4,301.1,310.6,102786
2015.01.01,00:00,309.7,312.4,159.7,221.2,189855
2015.02.01,00:00,224.3,251.2,210.4,247.9,117055
2015.03.01,00:00,250.0,298.0,233.1,240.0,129031
2015.04.01,00:00,240.0,257.5,213.0,236.5,188795
2015.05.01,00:00,236.5,244.0,229.0,230.0,74892
2015.06.01,00:00,230.0,255.3,221.0,241.3,83148
2015.07.01,00:00,259.6,307.4,251.5,279.4,136546
2015.08.01,00:00,278.3,281.7,191.0,227.0,118427
2015.09.01,00:00,227.0,244.8,219.7,233.4,117409
2015.10.01,00:00,233.1,320.2,231.4,307.7,145163
2015.11.01,00:00,308.1,458.2,294.3,372.8,196797
2015.12.01,00:00,372.8,458.2,344.0,428.5,159472
2016.01.01,00:00,424.4,454.0,365.5,371.3,130965
2016.02.01,00:00,371.3,437.8,364.2,432.7,125412
2016.03.01,00:00,432.8,436.5,403.0,412.0,128502
2016.04.01,00:00,412.0,461.2,409.0,449.0,96342
2016.05.01,00:00,448.0,537.0,433.9,511.9,93352
2016.06.01,00:00,511.9,739.0,510.1,661.3,151019
2016.07.01,00:00,661.3,673.0,588.6,619.3,110327
2016.08.01,00:00,619.3,623.0,459.3,577.7,171140
2016.09.01,00:00,577.4,625.8,569.1,602.0,93425
2016.10.01,00:00,608.3,698.0,604.0,689.2,91333
2016.11.01,00:00,689.0,744.0,674.4,733.5,119352
2016.12.01,00:00,733.0,944.7,733.0,925.9,123460
2017.01.01,00:00,964.0,1095.4,749.0,945.3,164731
2017.02.01,00:00,945.2,1187.5,913.0,1174.5,120973
2017.03.01,00:00,1174.5,1268.2,961.3,1063.3,171882
2017.04.01,00:00,1088.4,1344.5,1073.1,1302.4,165903
2017.05.01,00:00,1339.7,1791.0,1338.4,1770.5,74717
